Ticker,Short Name,  Market Cap  ,, Exchange ,,GICS Sector Name
EQY US Equity,EQUITY ONE INC,"4,515,847,680",,New York,,Real Estate
ACHC US Equity,ACADIA HEALTHCAR,"4,511,582,208",,NASDAQ GS,,Health Care
BMA US Equity,BANCO MACRO -ADR,"4,495,652,864",,New York,,Financials
SIX US Equity,SIX FLAGS ENTERT,"4,494,462,976",,New York,,Consumer Discretionary
GGB US Equity,GERDAU SA-ADR,"4,483,273,728",,New York,,Materials
CPN US Equity,CALPINE CORP,"4,482,061,824",,New York,,Utilities
ENH US Equity,ENDURANCE SPECIA,"4,481,840,128",,New York,,Financials
SC US Equity,SANTANDER CONSUM,"4,458,992,128",,New York,,Financials
BIO/B US Equity,BIO-RAD LABS-B,"4,448,380,416",,New York,,Health Care
BIO US Equity,BIO-RAD LABS-A,"4,448,380,416",,New York,,Health Care
WEX US Equity,WEX INC,"4,447,187,968",,New York,,Information Technology
WPX US Equity,WPX ENERGY,"4,445,372,416",,New York,,Energy
DCT US Equity,DCT INDUSTRIAL T,"4,435,355,648",,New York,,Real Estate
TGNA US Equity,TEGNA INC,"4,427,922,944",,New York,,Consumer Discretionary
ITCB US Equity,ITAU CORPBANCA,"4,420,362,240",,New York,,Financials
MANH US Equity,MANHATTAN ASSOC,"4,420,177,920",,NASDAQ GS,,Information Technology
ENDP US Equity,ENDO INTERNATION,"4,415,235,584",,NASDAQ GS,,Health Care
DATA US Equity,TABLEAU SOFTWA-A,"4,401,398,272",,New York,,Information Technology
STR US Equity,QUESTAR CORP,"4,398,284,288",,New York,,Utilities
LFL US Equity,LATAM AIRLIN-ADR,"4,386,204,672",,New York,,Industrials
FEIC US Equity,FEI COMPANY,"4,372,679,168",,NASDAQ GS,,Information Technology
GSH US Equity,GUANGSHEN RA-ADR,"4,366,238,720",,New York,,Industrials
TSRO US Equity,TESARO INC,"4,359,407,616",,NASDAQ GS,,Health Care
HFC US Equity,HOLLYFRONTIER CO,"4,356,506,112",,New York,,Energy
MSG US Equity,MADISON SQUARE-A,"4,353,843,200",,New York,,Consumer Discretionary
UBNT US Equity,UBIQUITI NETWORK,"4,350,587,392",,NASDAQ GS,,Information Technology
CSRA US Equity,CSRA INC,"4,319,779,328",,New York,,Information Technology
LECO US Equity,LINCOLN ELECTRIC,"4,319,751,680",,NASDAQ GS,,Industrials
CAA US Equity,CALATLANTIC GROU,"4,317,086,208",,New York,,Consumer Discretionary
TER US Equity,TERADYNE INC,"4,305,600,000",,New York,,Information Technology
CBD US Equity,PAO ACUCAR-ADR,"4,302,763,008",,New York,,Consumer Staples
THO US Equity,THOR INDUSTRIES,"4,297,276,416",,New York,,Consumer Discretionary
CGNX US Equity,COGNEX CORP,"4,297,155,072",,NASDAQ GS,,Information Technology
GEL US Equity,GENESIS ENERGY,"4,289,449,472",,New York,,Energy
NBIX US Equity,NEUROCRINE BIOSC,"4,289,000,704",,NASDAQ GS,,Health Care
APU US Equity,AMERIGAS PARTNER,"4,280,981,504",,New York,,Utilities
GXP US Equity,GREAT PLAINS ENE,"4,271,532,544",,New York,,Utilities
NCR US Equity,NCR CORP,"4,269,861,888",,New York,,Information Technology
LSI US Equity,LIFE STORAGE INC,"4,264,297,728",,New York,,Real Estate
FLIR US Equity,FLIR SYSTEMS,"4,262,582,272",,NASDAQ GS,,Information Technology
CONE US Equity,CYRUSONE INC,"4,244,158,720",,NASDAQ GS,,Real Estate
ICLR US Equity,ICON PLC,"4,239,530,496",,NASDAQ GS,,Health Care
URBN US Equity,URBAN OUTFITTER,"4,228,628,480",,NASDAQ GS,,Consumer Discretionary
SNX US Equity,SYNNEX CORP,"4,228,489,728",,New York,,Information Technology
POOL US Equity,POOL CORP,"4,222,390,784",,NASDAQ GS,,Consumer Discretionary
QUNR US Equity,QUNAR CAYMAN-ADR,"4,218,958,848",,NASDAQ GM,,Consumer Discretionary
HEI/A US Equity,HEICO CORP-A,"4,214,753,792",,New York,,Industrials
HEI US Equity,HEICO CORP,"4,214,753,792",,New York,,Industrials
CNX US Equity,CONSOL ENERGY,"4,214,732,032",,New York,,Energy
HTZ US Equity,HERTZ GLOBAL HOL,"4,214,427,136",,New York,,Industrials
BC US Equity,BRUNSWICK CORP,"4,207,855,104",,New York,,Consumer Discretionary
HXL US Equity,HEXCEL CORP,"4,205,663,488",,New York,,Industrials
RICE US Equity,RICE ENERGY INC,"4,201,172,224",,New York,,Energy
HUN US Equity,HUNTSMAN CORP,"4,198,860,800",,New York,,Materials
GGG US Equity,GRACO INC,"4,179,822,592",,New York,,Industrials
NUAN US Equity,NUANCE COMMUNICA,"4,167,377,920",,NASDAQ GS,,Information Technology
BWP US Equity,BOARDWALK PIPELI,"4,152,423,680",,New York,,Energy
EVHC US Equity,ENVISION HEALTHC,"4,151,439,104",,New York,,Health Care
TDC US Equity,TERADATA CORP,"4,140,199,936",,New York,,Information Technology
BPOP US Equity,POPULAR INC,"4,122,583,552",,NASDAQ GS,,Financials
SNV US Equity,SYNOVUS FINL,"4,119,459,328",,New York,,Financials
SQ US Equity,SQUARE INC - A,"4,118,266,624",,New York,,Information Technology
NICE US Equity,NICE LTD -SP ADR,"4,108,632,320",,NASDAQ GS,,Information Technology
EEFT US Equity,EURONET WORLDWID,"4,105,613,824",,NASDAQ GS,,Information Technology
HR US Equity,HEALTHCARE RLTY,"4,105,005,056",,New York,,Real Estate
VVC US Equity,VECTREN CORP,"4,094,576,640",,New York,,Utilities
JBL US Equity,JABIL CIRCUIT,"4,093,053,952",,New York,,Information Technology
OMF US Equity,ONEMAIN HOLDINGS,"4,089,762,816",,New York,,Financials
FICO US Equity,FAIR ISAAC CORP,"4,083,910,400",,New York,,Information Technology
WTM US Equity,WHITE MOUNTAINS,"4,081,633,280",,New York,,Financials
VR US Equity,VALIDUS HOLDINGS,"4,074,724,864",,New York,,Financials
RPAI US Equity,RETAIL PROPERTIE,"4,071,119,872",,New York,,Real Estate
GPT US Equity,GRAMERCY PROPERT,"4,066,683,392",,New York,,Real Estate
BWXT US Equity,BWX TECHNOLOGIES,"4,064,194,560",,New York,,Industrials
CACC US Equity,CREDIT ACCEPTANC,"4,059,971,072",,NASDAQ GS,,Financials
SBH US Equity,SALLY BEAUTY HOL,"4,057,989,888",,New York,,Consumer Discretionary
ACIA US Equity,ACACIA COMMUNICA,"4,051,304,960",,NASDAQ GS,,Information Technology
CW US Equity,CURTISS-WRIGHT,"4,047,805,952",,New York,,Industrials
COR US Equity,CORESITE REALTY,"4,041,716,224",,New York,,Real Estate
SID US Equity,SID NACIONAL-ADR,"4,037,694,976",,New York,,Materials
MTCH US Equity,MATCH GROUP INC,"4,037,678,592",,NASDAQ GS,,Information Technology
BFAM US Equity,BRIGHT HORIZONS,"4,031,805,696",,New York,,Consumer Discretionary
TX US Equity,TERNIUM SA-ADR,"4,029,534,208",,New York,,Materials
HPP US Equity,HUDSON PACIFIC P,"4,028,977,920",,New York,,Real Estate
WAL US Equity,WESTERN ALLIANCE,"4,028,465,920",,New York,,Financials
OSK US Equity,OSHKOSH CORP,"4,025,485,568",,New York,,Industrials
DST US Equity,DST SYSTEMS INC,"4,024,424,960",,New York,,Information Technology
USG US Equity,USG CORP,"4,022,497,536",,New York,,Industrials
RSPP US Equity,RSP PERMIAN INC,"4,017,931,264",,New York,,Energy
CRL US Equity,CHARLES RIVER LA,"3,992,516,608",,New York,,Health Care
CCU US Equity,CERVEZAS-SPN ADR,"3,990,630,912",,New York,,Consumer Staples
TECH US Equity,BIO-TECHNE CORP,"3,986,231,040",,NASDAQ GS,,Health Care
RAX US Equity,RACKSPACE HOSTIN,"3,975,855,360",,New York,,Information Technology
EQC US Equity,EQUITY COMMONWEA,"3,975,642,112",,New York,,Real Estate
GGAL US Equity,GRUPO GALICI-ADR,"3,972,308,224",,NASDAQ CM,,Financials
COLM US Equity,COLUMBIA SPORTSW,"3,967,032,064",,NASDAQ GS,,Consumer Discretionary
GWR US Equity,GENESEE & WYOMIN,"3,954,764,800",,New York,,Industrials
PWR US Equity,QUANTA SERVICES,"3,951,978,752",,New York,,Industrials
PAG US Equity,PENSKE AUTOMOTIV,"3,948,726,016",,New York,,Consumer Discretionary
XPO US Equity,XPO LOGISTICS IN,"3,941,184,768",,New York,,Industrials
PGRE US Equity,PARAMOUNT GROUP,"3,939,845,632",,New York,,Real Estate
HRC US Equity,HILL-ROM HOLDING,"3,925,933,056",,New York,,Health Care
WWD US Equity,WOODWARD INC,"3,920,656,896",,NASDAQ GS,,Industrials
AMCX US Equity,AMC NETWORKS-A,"3,917,703,680",,NASDAQ GS,,Consumer Discretionary
EXP US Equity,EAGLE MATERIALS,"3,917,287,168",,New York,,Materials
RLGY US Equity,REALOGY HOLDINGS,"3,910,265,856",,New York,,Real Estate
FSLR US Equity,FIRST SOLAR INC,"3,908,087,808",,NASDAQ GS,,Information Technology
SKT US Equity,TANGER FACTORY,"3,901,701,632",,New York,,Real Estate
IDA US Equity,IDACORP INC,"3,890,093,568",,New York,,Utilities
PB US Equity,PROSPERITY BNCSH,"3,888,773,888",,New York,,Financials
FBR US Equity,FIBRIA CELUL-ADR,"3,877,542,400",,New York,,Materials
SKX US Equity,SKECHERS USA-A,"3,863,828,992",,New York,,Consumer Discretionary
PTHN US Equity,PATHEON NV,"3,862,550,016",,New York,,Health Care
AGCO US Equity,AGCO CORP,"3,860,260,864",,New York,,Industrials
DPM US Equity,DCP MIDSTREAM PA,"3,850,773,248",,New York,,Energy
TTWO US Equity,TAKE-TWO INTERAC,"3,844,884,480",,NASDAQ GS,,Information Technology
ARES US Equity,ARES MANAGEMENT,"3,834,172,672",,New York,,Financials
BVN US Equity,BUENAVENTURA-ADR,"3,825,372,160",,New York,,Materials
MMS US Equity,MAXIMUS INC,"3,816,938,240",,New York,,Information Technology
EOCA US Equity,ENDESA AMER-ADR,"3,808,348,160",,New York,,Utilities
CR US Equity,CRANE CO,"3,805,327,616",,New York,,Industrials
CY US Equity,CYPRESS SEMICON,"3,800,357,888",,NASDAQ GS,,Information Technology
POR US Equity,PORTLAND GENERAL,"3,792,482,816",,New York,,Utilities
FHB US Equity,FIRST HAWAIIA,"3,791,907,072",,NASDAQ GS,,Financials
HAIN US Equity,HAIN CELESTIAL,"3,791,375,872",,NASDAQ GS,,Consumer Staples
TDY US Equity,TELEDYNE TECH,"3,786,942,976",,New York,,Industrials
ACAD US Equity,ACADIA PHARMACEU,"3,782,794,752",,NASDAQ GS,,Health Care
ISBC US Equity,INVESTORS BANCOR,"3,780,639,744",,NASDAQ GS,,Financials
NRG US Equity,NRG ENERGY,"3,777,056,256",,New York,,Utilities
SBGL US Equity,SIBANYE GOLD,"3,757,973,248",,New York,,Materials
LANC US Equity,LANCASTER COLONY,"3,741,963,008",,NASDAQ GS,,Consumer Staples
VSAT US Equity,VIASAT INC,"3,736,938,496",,NASDAQ GS,,Information Technology
NS US Equity,NUSTAR ENERGY LP,"3,731,539,456",,New York,,Energy
ICPT US Equity,INTERCEPT PHARMA,"3,727,254,016",,NASDAQ GS,,Health Care
SATS US Equity,ECHOSTAR CORP-A,"3,705,517,312",,NASDAQ GS,,Information Technology
PVTB US Equity,PRIVATEBANCORP,"3,701,026,304",,NASDAQ GS,,Financials
MPW US Equity,MEDICAL PROPERTI,"3,698,142,208",,New York,,Real Estate
SYNT US Equity,SYNTEL INC,"3,696,982,528",,NASDAQ GS,,Information Technology
TRN US Equity,TRINITY INDUSTRI,"3,695,517,440",,New York,,Industrials
AMSG US Equity,AMSURG CORP,"3,688,172,032",,NASDAQ GS,,Health Care
OLN US Equity,OLIN CORP,"3,681,508,608",,New York,,Materials
ZBRA US Equity,ZEBRA TECH CORP,"3,674,158,592",,NASDAQ GS,,Information Technology
ACAS US Equity,AMERICAN CAPITAL,"3,673,453,568",,NASDAQ GS,,Financials
HLS US Equity,HEALTHSOUTH CORP,"3,663,530,752",,New York,,Health Care
AZPN US Equity,ASPEN TECHNOLOGY,"3,661,548,544",,NASDAQ GS,,Information Technology
CFX US Equity,COLFAX CORP,"3,660,159,744",,New York,,Industrials
CLGX US Equity,CORELOGIC INC,"3,659,893,248",,New York,,Information Technology
TEGP US Equity,TALLGRASS ENERGY,"3,657,156,864",,New York,,Energy
CIG/C US Equity,CEMIG-ADR,"3,654,806,272",,New York,,Utilities
CIG US Equity,CEMIG SA-ADR,"3,654,806,272",,New York,,Utilities
VWR US Equity,VWR CORP,"3,653,761,024",,NASDAQ GS,,Health Care
AGO US Equity,ASSURED GUARANTY,"3,650,547,968",,New York,,Financials
GPOR US Equity,GULFPORT ENERGY,"3,638,155,264",,NASDAQ GS,,Energy
MORN US Equity,MORNINGSTAR INC,"3,634,180,608",,NASDAQ GS,,Financials
PRXL US Equity,PAREXEL INTL,"3,633,392,384",,NASDAQ GS,,Health Care
CST US Equity,CST BRANDS,"3,621,521,664",,New York,,Consumer Discretionary
NRZ US Equity,NEW RESIDENT,"3,619,623,936",,New York,,Financials
PPS US Equity,POST PROPERTIES,"3,616,495,616",,New York,,Real Estate
BRCD US Equity,BROCADE COMM SYS,"3,615,848,192",,NASDAQ GS,,Information Technology
BRKR US Equity,BRUKER CORP,"3,614,989,824",,NASDAQ GS,,Health Care
CBRL US Equity,CRACKER BARREL,"3,611,889,920",,NASDAQ GS,,Consumer Discretionary
NATI US Equity,NATL INSTRUMENTS,"3,604,847,616",,NASDAQ GS,,Information Technology
BFR US Equity,BBVA BANCO F-ADR,"3,604,239,872",,New York,,Financials
LM US Equity,LEGG MASON INC,"3,604,161,024",,New York,,Financials
EPAM US Equity,EPAM SYSTEMS INC,"3,600,089,088",,New York,,Information Technology
UMPQ US Equity,UMPQUA HOLDINGS,"3,597,997,056",,NASDAQ GS,,Financials
RRD US Equity,RR DONNELLEY & S,"3,595,020,032",,New York,,Industrials
FHN US Equity,FIRST HORIZON NA,"3,591,654,656",,New York,,Financials
AUO US Equity,AU OPTR-SPON ADR,"3,589,843,456",,New York,,Information Technology
WBS US Equity,WEBSTER FINL,"3,563,387,136",,New York,,Financials
IONS US Equity,IONIS PHARMACEUT,"3,562,274,560",,NASDAQ GS,,Health Care
R US Equity,RYDER SYSTEM INC,"3,558,456,320",,New York,,Industrials
TRCO US Equity,TRIBUNE MEDIA -A,"3,553,582,848",,New York,,Consumer Discretionary
AWH US Equity,ALLIED WORLD ASS,"3,545,457,920",,New York,,Financials
GRUB US Equity,GRUBHUB INC,"3,533,660,160",,New York,,Information Technology
EME US Equity,EMCOR GROUP INC,"3,523,355,136",,New York,,Industrials
RIG US Equity,TRANSOCEAN LTD,"3,518,722,560",,New York,,Energy
PBI US Equity,PITNEY BOWES INC,"3,509,504,000",,New York,,Industrials
TEO US Equity,TELECOM ARGE-ADR,"3,477,344,768",,New York,,Telecommunication Services
TCP US Equity,TC PIPELINES LP,"3,454,443,520",,New York,,Energy
RYN US Equity,RAYONIER INC,"3,427,981,056",,New York,,Real Estate
ERJ US Equity,EMBRAER SA-ADR,"3,426,501,888",,New York,,Industrials
FR US Equity,FIRST IND REALTY,"3,403,033,344",,New York,,Real Estate
LNCE US Equity,SNYDERS-LANCE,"3,400,965,888",,NASDAQ GS,,Consumer Staples
ALR US Equity,ALERE INC,"3,394,148,608",,New York,,Health Care
RGC US Equity,REGAL ENTERTAI-A,"3,391,414,784",,New York,,Consumer Discretionary
TEP US Equity,TALLGRASS ENERGY,"3,389,840,896",,New York,,Energy
JW/B US Equity,WILEY JOHN&SON-B,"3,386,085,376",,New York,,Consumer Discretionary
JW/A US Equity,WILEY JOHN&SON-A,"3,386,085,376",,New York,,Consumer Discretionary
FCNCA US Equity,FIRST CITIZENS-A,"3,377,651,456",,NASDAQ GS,,Financials
FII US Equity,FEDERATED INV-B,"3,377,266,432",,New York,,Financials
SM US Equity,SM ENERGY CO,"3,374,776,064",,New York,,Energy
SFM US Equity,SPROUTS FARMERS,"3,370,740,992",,NASDAQ GS,,Consumer Staples
DLX US Equity,DELUXE CORP,"3,370,306,048",,New York,,Industrials
CAB US Equity,CABELA'S INC,"3,363,015,168",,New York,,Consumer Discretionary
SWX US Equity,SOUTHWEST GAS CP,"3,362,670,336",,New York,,Utilities
SXT US Equity,SENSIENT TECHNOL,"3,361,695,744",,New York,,Materials
ESRT US Equity,EMPIRE STATE REA,"3,356,517,632",,New York,,Real Estate
NUVA US Equity,NUVASIVE INC,"3,351,312,384",,NASDAQ GS,,Health Care
SUN US Equity,SUNOCO LP,"3,350,281,984",,New York,,Energy
AEO US Equity,AMER EAGLE OUTF,"3,344,444,928",,New York,,Consumer Discretionary
AKO/A US Equity,EMBOT ANDINA-ADR,"3,340,604,160",,New York,,Consumer Staples
AKO/B US Equity,EMBOT ANDINA-ADR,"3,340,604,160",,New York,,Consumer Staples
THG US Equity,HANOVER INSURANC,"3,339,565,824",,New York,,Financials
EDR US Equity,EDUCATION REALTY,"3,336,166,656",,New York,,Real Estate
AKRX US Equity,AKORN INC,"3,336,008,704",,NASDAQ GS,,Health Care
PFPT US Equity,PROOFPOINT INC,"3,335,863,296",,NASDAQ GM,,Information Technology
P US Equity,PANDORA MEDIA IN,"3,333,929,984",,New York,,Information Technology
FIT US Equity,FITBIT INC - A,"3,323,423,232",,New York,,Information Technology
JACK US Equity,JACK IN THE BOX,"3,317,867,264",,NASDAQ GS,,Consumer Discretionary
JCOM US Equity,J2 GLOBAL INC,"3,311,866,880",,NASDAQ GS,,Information Technology
TUP US Equity,TUPPERWARE BRAND,"3,302,546,944",,New York,,Consumer Discretionary
HOMB US Equity,HOME BANCSHARES,"3,299,090,688",,NASDAQ GS,,Financials
RES US Equity,RPC INC,"3,298,024,704",,New York,,Energy
W US Equity,WAYFAIR INC- A,"3,296,958,464",,New York,,Consumer Discretionary
NUS US Equity,NU SKIN ENTERP-A,"3,296,072,704",,New York,,Consumer Staples
BLKB US Equity,BLACKBAUD INC,"3,294,945,536",,NASDAQ GS,,Information Technology
ITT US Equity,ITT INC,"3,292,800,000",,New York,,Industrials
BKU US Equity,BANKUNITED INC,"3,287,998,720",,New York,,Financials
APLE US Equity,APPLE HOSPITALIT,"3,273,329,408",,New York,,Real Estate
BKD US Equity,BROOKDALE SR,"3,272,101,376",,New York,,Health Care
FUN US Equity,CEDAR FAIR LP,"3,260,836,608",,New York,,Consumer Discretionary
CAVM US Equity,CAVIUM INC,"3,258,512,896",,NASDAQ GS,,Information Technology
CAR US Equity,AVIS BUDGET GROU,"3,258,401,024",,NASDAQ GS,,Industrials
CRUS US Equity,CIRRUS LOGIC INC,"3,258,366,464",,NASDAQ GS,,Information Technology
WGL US Equity,WGL HLDGS INC,"3,257,102,848",,New York,,Utilities
IART US Equity,INTEGRA LIFESCIE,"3,256,716,032",,NASDAQ GS,,Health Care
ELLI US Equity,ELLIE MAE INC,"3,255,269,632",,New York,,Information Technology
HRG US Equity,HRG GROUP INC,"3,254,698,752",,New York,,Consumer Staples
OGS US Equity,ONE GAS INC,"3,254,119,680",,New York,,Utilities
DFT US Equity,DUPONT FABROS TE,"3,248,603,136",,New York,,Real Estate
CPA US Equity,COPA HOLDIN-CL A,"3,248,173,568",,New York,,Industrials
CLC US Equity,CLARCOR INC,"3,240,148,992",,New York,,Industrials
HE US Equity,HAWAIIAN ELEC,"3,235,052,544",,New York,,Utilities
CMN US Equity,CANTEL MEDICAL,"3,217,724,416",,New York,,Health Care
ESGR US Equity,ENSTAR GROUP LTD,"3,215,578,880",,NASDAQ GS,,Financials
BGS US Equity,B&G FOODS INC,"3,198,128,128",,New York,,Consumer Staples
BSM US Equity,BLACK STONE MINE,"3,198,067,200",,New York,,Energy
CABO US Equity,CABLE ONE INC,"3,195,899,904",,New York,,Consumer Discretionary
TEN US Equity,TENNECO INC,"3,193,933,312",,New York,,Consumer Discretionary
USM US Equity,US CELLULAR CORP,"3,187,911,680",,New York,,Telecommunication Services
INT US Equity,WORLD FUEL SVCS,"3,180,636,928",,New York,,Energy
SFR US Equity,COLONY STARWOOD,"3,176,630,528",,New York,,Real Estate
CBT US Equity,CABOT CORP,"3,169,422,848",,New York,,Materials
PDM US Equity,PIEDMONT OFFIC-A,"3,164,553,984",,New York,,Real Estate
SLM US Equity,SLM CORP,"3,163,494,912",,NASDAQ GS,,Financials
CIEN US Equity,CIENA CORP,"3,161,484,544",,New York,,Information Technology
CMPR US Equity,CIMPRESS NV,"3,159,302,144",,NASDAQ GS,,Information Technology
NHI US Equity,NATL HEALTH INV,"3,159,204,864",,New York,,Real Estate
BDC US Equity,BELDEN INC,"3,159,020,800",,New York,,Information Technology
MDSO US Equity,MEDIDATA SOLUTIO,"3,153,306,112",,NASDAQ GS,,Health Care
CTLT US Equity,CATALENT INC,"3,148,549,632",,New York,,Health Care
CIM US Equity,CHIMERA INV CORP,"3,146,350,848",,New York,,Financials
TWO US Equity,TWO HARBORS INVE,"3,146,022,656",,New York,,Financials
MOH US Equity,MOLINA HEALTHCAR,"3,142,799,360",,New York,,Health Care
NYLD US Equity,NRG YIELD INC-C,"3,133,758,976",,New York,,Utilities
NYLD/A US Equity,NRG YIELD INC-A,"3,133,758,976",,New York,,Utilities
MPWR US Equity,MONOLITHIC POWER,"3,132,885,760",,NASDAQ GS,,Information Technology
X US Equity,US STEEL CORP,"3,130,418,944",,New York,,Materials
TXRH US Equity,TEXAS ROADHOUS,"3,128,964,352",,NASDAQ GS,,Consumer Discretionary
ANAT US Equity,AMER NATL INSUR,"3,122,049,280",,NASDAQ GS,,Financials
MRD US Equity,MEMORIAL RESOURC,"3,121,420,032",,NASDAQ GS,,Energy
HTHT US Equity,CHINA LODGIN-ADS,"3,119,140,864",,NASDAQ GS,,Consumer Discretionary
BOH US Equity,BANK OF HAWAII,"3,118,570,496",,New York,,Financials
PAYC US Equity,PAYCOM SOFTWARE,"3,116,975,104",,New York,,Information Technology
PDCE US Equity,PDC ENERGY INC,"3,110,310,400",,NASDAQ GS,,Energy
RLI US Equity,RLI CORP,"3,106,374,912",,New York,,Financials
CHFC US Equity,CHEMICAL FIN,"3,105,911,808",,NASDAQ GS,,Financials
BKH US Equity,BLACK HILLS CORP,"3,105,436,672",,New York,,Utilities
ENS US Equity,ENERSYS,"3,096,777,984",,New York,,Industrials
ENR US Equity,ENERGIZER HOLDIN,"3,087,146,752",,New York,,Consumer Staples
ENLC US Equity,ENLINK MIDSTREAM,"3,082,206,208",,New York,,Energy
TDS US Equity,TELEPHONE & DATA,"3,080,098,048",,New York,,Telecommunication Services
GRPN US Equity,GROUPON INC,"3,079,801,088",,NASDAQ GS,,Consumer Discretionary
OUT US Equity,OUTFRONT MEDIA I,"3,078,964,992",,New York,,Real Estate
FLO US Equity,FLOWERS FOODS,"3,076,162,048",,New York,,Consumer Staples
PRAH US Equity,PRA HEALTH SCIEN,"3,069,873,664",,NASDAQ GS,,Health Care
CBI US Equity,CHICAGO BRIDGE &,"3,066,882,560",,New York,,Industrials
PSB US Equity,PS BUSINESS PARK,"3,064,069,376",,New York,,Real Estate
PSEC US Equity,PROSPECT CAPITAL,"3,044,238,848",,NASDAQ GS,,Financials
LHO US Equity,LASALLE HOTEL PR,"3,032,374,016",,New York,,Real Estate
MCY US Equity,MERCURY GEN CORP,"3,029,033,728",,New York,,Financials
LGF US Equity,LIONS GATE,"3,023,984,640",,New York,,Consumer Discretionary
FDP US Equity,FRESH DEL MONTE,"3,021,376,768",,New York,,Consumer Staples
CBPO US Equity,CHINA BIOLOGIC P,"3,015,478,528",,NASDAQ GS,,Health Care
AL US Equity,AIR LEASE C,"3,014,312,448",,New York,,Industrials
JUNO US Equity,JUNO THERAPEUTIC,"3,008,362,240",,NASDAQ GS,,Health Care
STRZA US Equity,STARZ - A,"3,008,199,168",,NASDAQ GS,,Consumer Discretionary
STRZB US Equity,STARZ - B,"3,008,199,168",,NASDAQ GS,,Consumer Discretionary
VMI US Equity,VALMONT INDS,"3,006,906,368",,New York,,Industrials
AMFW US Equity,AMEC FOSTER-ADR,"3,006,695,680",,New York,,Energy
YELP US Equity,YELP INC,"2,999,270,656",,New York,,Information Technology
XON US Equity,INTREXON CORP,"2,997,189,888",,New York,,Health Care
